,Country_Name,Total_confirmed,Total_Recovered,Total_Deaths
112,Mayotte,311,117,4
113,SriLanka,310,102,7
114,IsleofMan,307,209,9
115,Kenya,296,74,14
116,Venezuela,288,122,10
117,Somalia,286,4,8
118,Vietnam,268,216,0
119,Mali,258,57,14
120,Tanzania,254,11,10
121,Jamaica,233,27,6
122,ElSalvador,225,48,7
123,Paraguay,213,62,9
124,FaeroeIslands,185,178,0
125,Martinique,164,73,14
126,Gabon,156,16,1
127,Rwanda,150,84,0
128,Guadeloupe,148,73,12
129,Sudan,140,8,13
130,Brunei,138,116,1
131,Gibraltar,132,120,0
132,Cambodia,122,110,0
133,Madagascar,121,44,0
134,Myanmar,121,7,5
135,TrinidadandTobago,115,28,8
136,Ethiopia,114,16,3
137,Liberia,101,7,8
138,Bermuda,98,39,5
139,FrenchGuiana,97,83,1
140,Aruba,97,51,2
141,Monaco,94,26,3
142,Togo,86,56,6
143,Maldives,86,16,0
144,EquatorialGuinea,83,7,0
145,Liechtenstein,81,55,1
146,Barbados,75,25,5
147,Zambia,70,35,3
148,CaboVerde,68,1,1
149,Guyana,66,9,7
150,CaymanIslands,66,7,1
151,Bahamas,65,12,9
152,Uganda,61,38,0
153,Libya,59,15,1
154,Haiti,58,2,4
155,FrenchPolynesia,57,35,0
156,Benin,54,27,1
157,SierraLeone,50,6,0
158,GuineaBissau,50,3,0
159,Macao,45,24,0
160,Syria,42,6,3
161,Nepal,42,5,0
162,Mozambique,39,8,0
163,Eritrea,39,6,0
164,PuertoRico,39,1,2
165,SaintMartin,38,19,2
166,Mongolia,35,8,0
167,Chad,33,8,0
168,Guam,32,0,1
169,Eswatini,31,8,1
170,Zimbabwe,28,2,3
171,AntiguaandBarbuda,24,7,3
172,Angola,24,6,2
173,TimorLeste,23,1,0
174,Botswana,20,0,1
175,Laos,19,2,0
176,NewCaledonia,18,17,0
177,Fiji,18,8,0
178,Malawi,18,3,2
179,Belize,18,2,2
180,USVirginIslands,17,0,0
181,Dominica,16,9,0
182,Namibia,16,6,0
183,SaintLucia,15,13,0
184,SaintKittsandNevis,15,0,0
185,Curaçao,14,11,1
186,CAR,14,10,0
187,Grenada,14,6,0
188,StVincentGrenadines,13,3,0
189,Greenland,11,11,0
190,Seychelles,11,5,0
191,Montserrat,11,2,0
192,TurksandCaicos,11,0,1
193,Nicaragua,10,7,2
194,Suriname,10,6,1
195,Gambia,10,2,1
196,VaticanCity,9,2,0
197,Mauritania,7,6,1
198,PapuaNewGuinea,7,0,0
199,StBarth,6,6,0
200,Bhutan,6,2,0
201,WesternSahara,6,0,0
202,Burundi,5,4,1
203,BritishVirginIslands,5,3,1
204,SaoTomeandPrincipe,4,0,0
205,Anguilla,3,1,0
206,Kosovo,2,0,0
207,Yemen,1,0,0
