,Country_Name,Total_confirmed,Total_Recovered,Total_Deaths
62,NewZealand,"1,386",728,9
63,Estonia,"1,373",115,31
64,Kuwait,"1,355",176,3
65,Kazakhstan,"1,261",203,14
66,Slovenia,"1,220",152,56
67,Azerbaijan,"1,197",351,13
68,Uzbekistan,"1,165",99,4
69,BosniaandHerzegovina,"1,083",236,40
70,Lithuania,"1,070",101,29
71,Armenia,"1,067",265,16
72,HongKong,"1,013",434,4
73,Bangladesh,"1,012",42,46
74,NorthMacedonia,908,86,44
75,Cameroon,848,130,14
76,Slovakia,835,113,2
77,Oman,813,130,4
78,Cuba,766,132,21
79,Tunisia,747,43,34
80,Afghanistan,714,40,23
81,Bulgaria,713,81,35
82,,712,639,12
83,Cyprus,695,65,12
84,Andorra,659,128,31
85,Latvia,657,16,5
86,Lebanon,641,80,21
87,IvoryCoast,638,114,6
88,Ghana,636,17,8
89,CostaRica,618,66,3
90,Niger,570,90,14
91,BurkinaFaso,528,177,30
92,Uruguay,492,260,8
93,Albania,475,248,24
94,Kyrgyzstan,430,71,5
95,Honduras,419,7,31
96,Jordan,397,235,7
97,Bolivia,397,7,28
98,Taiwan,393,124,6
99,Malta,393,44,3
100,Réunion,391,40,0
101,Nigeria,373,99,11
102,SanMarino,372,53,36
103,Djibouti,363,53,2
104,Guinea,363,31,0
105,Mauritius,324,51,9
106,Palestine,308,62,2
107,Georgia,300,69,3
108,Senegal,299,183,2
109,Montenegro,283,46,4
110,Vietnam,267,169,0
111,IsleofMan,254,141,2
112,DRC,241,20,20
113,SriLanka,233,61,7
114,Mayotte,217,69,3
115,Kenya,216,41,9
116,Venezuela,193,111,9
117,FaeroeIslands,184,163,0
118,Guatemala,180,19,5
119,Paraguay,161,23,8
120,Martinique,158,73,8
121,ElSalvador,149,25,6
122,Guadeloupe,145,67,8
123,Mali,144,34,13
124,Brunei,136,107,1
125,Rwanda,134,49,0
126,Gibraltar,129,93,0
127,Cambodia,122,96,0
128,TrinidadandTobago,113,17,8
129,Madagascar,108,23,0
130,Jamaica,105,19,4
131,Monaco,93,6,1
132,Aruba,92,32,0
133,FrenchGuiana,86,51,0
134,Ethiopia,82,14,3
135,Liechtenstein,79,55,1
136,Togo,77,32,3
137,Barbados,73,15,5
138,Myanmar,63,2,4
139,Somalia,60,2,2
140,Liberia,59,4,6
141,Bermuda,57,30,5
142,Gabon,57,1,1
143,Uganda,55,8,0
144,FrenchPolynesia,55,0,0
145,CaymanIslands,54,6,1
146,Tanzania,53,7,3
147,Bahamas,49,6,8
148,Guyana,47,8,6
149,Zambia,45,30,2
150,Macao,45,10,0
151,GuineaBissau,43,0,0
152,EquatorialGuinea,41,4,0
153,Haiti,40,0,3
154,PuertoRico,39,1,2
155,Benin,35,18,1
156,Libya,35,9,1
157,Eritrea,35,0,0
158,SaintMartin,32,11,2
159,Sudan,32,4,5
160,Guam,32,0,1
161,Mongolia,30,5,0
162,Syria,29,5,2
163,Mozambique,28,2,0
164,AntiguaandBarbuda,23,3,2
165,Chad,23,2,0
166,Maldives,20,16,0
167,Angola,19,5,2
168,Laos,19,1,0
169,Zimbabwe,18,1,3
170,NewCaledonia,18,1,0
171,Belize,18,0,2
172,USVirginIslands,17,0,0
173,Dominica,16,8,0
174,Namibia,16,3,0
175,Nepal,16,1,0
176,Malawi,16,0,2
177,Fiji,16,0,0
178,SaintLucia,15,11,0
179,Eswatini,15,8,0
180,Curaçao,14,10,1
181,SaintKittsandNevis,14,0,0
182,Grenada,14,0,0
183,Botswana,13,0,1
184,StVincentGrenadines,12,1,0
185,Greenland,11,11,0
186,CAR,11,4,0
187,CaboVerde,11,1,1
188,Montserrat,11,1,0
189,SierraLeone,11,0,0
190,Seychelles,11,0,0
191,Suriname,10,6,1
192,TurksandCaicos,10,0,1
193,Nicaragua,9,4,1
194,Gambia,9,2,1
195,VaticanCity,8,2,0
196,Mauritania,7,2,1
197,StBarth,6,4,0
198,TimorLeste,6,1,0
199,WesternSahara,6,0,0
200,Bhutan,5,2,0
201,Burundi,5,0,1
202,SaoTomeandPrincipe,4,0,0
203,BritishVirginIslands,3,2,0
204,Anguilla,3,1,0
205,PapuaNewGuinea,2,0,0
206,Kosovo,2,0,0
207,Yemen,1,0,0
