,Country_Name,Total_confirmed,Total_Recovered,Total_Deaths
131,Guatemala,70,15,3
132,ElSalvador,69,5,4
133,Barbados,60,6,2
134,Jamaica,59,8,3
135,Togo,58,23,3
136,Uganda,52,0,0
137,Mali,47,9,5
138,Macao,44,10,0
139,Ethiopia,44,4,2
140,FrenchPolynesia,42,0,0
141,Bermuda,39,17,2
142,Zambia,39,5,1
143,PuertoRico,39,1,2
144,CaymanIslands,39,1,1
145,Bahamas,33,5,5
146,SaintMartin,32,7,2
147,Guam,32,0,1
148,Guyana,31,8,5
149,Eritrea,31,0,0
150,Benin,26,5,1
151,Tanzania,24,3,1
152,Gabon,24,1,1
153,Haiti,24,0,1
154,Myanmar,22,0,1
155,Maldives,19,13,0
156,Syria,19,2,2
157,Libya,19,1,1
158,NewCaledonia,18,1,0
159,GuineaBissau,18,0,0
160,USVirginIslands,17,0,0
161,Namibia,16,3,0
162,EquatorialGuinea,16,3,0
163,Angola,16,2,2
164,Mongolia,15,2,0
165,Dominica,15,1,0
166,AntiguaandBarbuda,15,0,0
167,Liberia,14,3,3
168,SaintLucia,14,1,0
169,Fiji,14,0,0
170,Curaçao,13,5,1
171,Sudan,12,2,2
172,Grenada,12,0,0
173,Laos,12,0,0
174,Greenland,11,4,0
175,Seychelles,11,0,0
176,Eswatini,10,4,0
177,Mozambique,10,1,0
178,Zimbabwe,10,0,1
179,Suriname,10,0,1
180,SaintKittsandNevis,10,0,0
181,Nepal,9,1,0
182,Chad,9,0,0
183,TurksandCaicos,8,0,1
184,CAR,8,0,0
185,CaboVerde,7,1,1
186,StVincentGrenadines,7,1,0
187,Somalia,7,1,0
188,Belize,7,0,1
189,VaticanCity,7,0,0
190,Mauritania,6,2,1
191,StBarth,6,1,0
192,Nicaragua,6,0,1
193,Botswana,6,0,1
194,SierraLeone,6,0,0
195,Montserrat,6,0,0
196,Bhutan,5,2,0
197,Malawi,5,0,0
198,Gambia,4,2,1
199,WesternSahara,4,0,0
200,SaoTomeandPrincipe,4,0,0
201,BritishVirginIslands,3,0,0
202,Burundi,3,0,0
203,Anguilla,3,0,0
204,PapuaNewGuinea,2,0,0
205,Kosovo,2,0,0
206,TimorLeste,1,0,0
