,Country_Name,Total_confirmed,Total_Recovered,Total_Deaths
140,FrenchPolynesia,37,0,0
141,Mali,36,0,3
142,Bermuda,35,11,0
143,Guam,32,0,1
144,Ethiopia,29,3,0
145,CaymanIslands,28,0,1
146,Bahamas,24,1,1
147,SaintMartin,22,2,1
148,Eritrea,22,0,0
149,Gabon,21,1,1
150,Tanzania,20,2,1
151,Myanmar,20,0,1
152,Maldives,19,13,0
153,Guyana,19,0,4
154,NewCaledonia,18,1,0
155,Haiti,18,1,0
156,USVirginIslands,17,0,0
157,Syria,16,0,2
158,EquatorialGuinea,15,1,0
159,Namibia,14,3,0
160,Mongolia,14,2,0
161,Benin,13,1,0
162,SaintLucia,13,1,0
163,Dominica,12,0,0
164,Curaçao,11,3,1
165,Libya,11,0,1
166,Greenland,10,2,0
167,Grenada,10,0,0
168,Seychelles,10,0,0
169,Laos,10,0,0
170,Suriname,10,0,0
171,Mozambique,10,0,0
172,GuineaBissau,9,0,0
173,Eswatini,9,0,0
174,AntiguaandBarbuda,9,0,0
175,Zimbabwe,9,0,1
176,SaintKittsandNevis,9,0,0
177,Sudan,8,2,2
178,Angola,8,1,2
179,Chad,8,0,0
180,CAR,8,0,0
181,VaticanCity,7,0,0
182,Fiji,7,0,0
183,Mauritania,6,2,1
184,StBarth,6,1,0
185,Nepal,6,1,0
186,Liberia,6,0,0
187,CaboVerde,6,0,1
188,Bhutan,5,2,0
189,Somalia,5,1,0
190,TurksandCaicos,5,0,0
191,Nicaragua,5,0,1
192,Montserrat,5,0,0
193,Gambia,4,2,1
194,Botswana,4,0,1
195,Malawi,3,0,0
196,Anguilla,3,0,0
197,Burundi,3,0,0
198,Belize,3,0,0
199,BritishVirginIslands,3,0,0
200,StVincentGrenadines,2,1,0
201,SierraLeone,2,0,0
202,Kosovo,2,0,0
203,TimorLeste,1,0,0
204,PapuaNewGuinea,1,0,0
