,Country_Name,Total_confirmed,Total_Recovered,Total_Deaths
80,Tunisia,780,43,35
81,Bulgaria,747,105,36
82,Cyprus,715,65,12
83,,712,644,12
84,Andorra,673,169,33
85,Latvia,666,44,5
86,Lebanon,658,85,21
87,IvoryCoast,654,146,6
88,Ghana,641,83,8
89,CostaRica,626,67,4
90,Niger,584,90,14
91,BurkinaFaso,542,226,32
92,Albania,494,251,25
93,Uruguay,493,272,9
94,Kyrgyzstan,449,78,5
95,Bolivia,441,14,29
96,Djibouti,435,71,2
97,Honduras,426,9,35
98,Nigeria,407,128,12
99,Guinea,404,31,1
100,Jordan,401,250,7
101,Malta,399,44,3
102,Taiwan,395,137,6
103,SanMarino,393,53,36
104,Réunion,391,237,0
105,Palestine,374,63,2
106,Mauritius,324,65,9
107,Senegal,314,190,2
108,Georgia,306,71,3
109,Montenegro,288,55,4
110,Vietnam,268,171,0
111,IsleofMan,256,151,4
112,DRC,254,21,21
113,SriLanka,238,63,7
114,Kenya,225,53,10
115,Mayotte,217,69,3
116,Venezuela,197,111,9
117,Guatemala,196,19,5
118,FaeroeIslands,184,166,0
119,Paraguay,174,30,8
120,ElSalvador,159,30,6
121,Martinique,158,73,8
122,Mali,148,34,13
123,Guadeloupe,145,67,8
124,Brunei,136,108,1
125,Rwanda,136,54,0
126,Gibraltar,131,104,0
127,Jamaica,125,21,5
128,Cambodia,122,98,0
129,TrinidadandTobago,114,20,8
130,Madagascar,110,29,0
131,Aruba,93,39,1
132,Monaco,93,12,3
133,Tanzania,88,11,4
134,FrenchGuiana,86,51,0
135,Ethiopia,85,15,3
136,Myanmar,85,2,4
137,Togo,81,35,3
138,Bermuda,81,33,5
139,Gabon,80,4,1
140,Somalia,80,2,5
141,Liechtenstein,79,55,1
142,Barbados,75,15,5
143,CaymanIslands,60,6,1
144,Liberia,59,4,6
145,CaboVerde,56,1,1
146,Uganda,55,12,0
147,Guyana,55,8,6
148,FrenchPolynesia,55,0,0
149,Bahamas,53,6,8
150,EquatorialGuinea,51,4,0
151,Zambia,48,30,2
152,Libya,48,11,1
153,Macao,45,15,0
154,GuineaBissau,43,0,0
155,Haiti,41,0,3
156,PuertoRico,39,1,2
157,Benin,35,18,1
158,SaintMartin,35,13,2
159,Eritrea,35,0,0
160,Syria,33,5,2
161,Sudan,32,4,5
162,Guam,32,0,1
163,Mongolia,31,5,0
164,Mozambique,29,2,0
165,Maldives,23,16,0
166,AntiguaandBarbuda,23,3,3
167,Chad,23,2,0
168,Zimbabwe,23,1,3
169,Angola,19,5,2
170,Laos,19,1,0
171,NewCaledonia,18,1,0
172,Belize,18,0,2
173,USVirginIslands,17,0,0
174,Dominica,16,8,0
175,Namibia,16,3,0
176,Nepal,16,1,0
177,Malawi,16,0,2
178,Fiji,16,0,0
179,SaintLucia,15,11,0
180,Eswatini,15,8,0
181,Curaçao,14,10,1
182,SaintKittsandNevis,14,0,0
183,Grenada,14,0,0
184,Botswana,13,0,1
185,SierraLeone,13,0,0
186,CAR,12,4,0
187,StVincentGrenadines,12,1,0
188,Greenland,11,11,0
189,Montserrat,11,1,0
190,Seychelles,11,0,0
191,Suriname,10,6,1
192,TurksandCaicos,10,0,1
193,Nicaragua,9,4,1
194,Gambia,9,2,1
195,VaticanCity,8,2,0
196,TimorLeste,8,1,0
197,Mauritania,7,2,1
198,StBarth,6,4,0
199,WesternSahara,6,0,0
200,Bhutan,5,2,0
201,Burundi,5,0,1
202,SaoTomeandPrincipe,4,0,0
203,BritishVirginIslands,3,2,0
204,Anguilla,3,1,0
205,PapuaNewGuinea,2,0,0
206,Kosovo,2,0,0
207,Yemen,1,0,0
